country_iso3,langoff_1,merchandise_of_gdp,agriculture_forestry_fishing_of_gdp,net_barter_of_trade,industry_of_gdp,gdp_per_capita,inflation_rate,foreign_direct_investment_inflows,population,gdp_growth,continent,landlocked,area,gdp_us_dollar
TUR,Turkish,44.7980072656482,8.17395626522538,89.02036285,26.8375169369019,11420.5554558378,6.47187967115097,16182000000.0,73443254,11.20011058,Europe,0,780576,838785707000.0
TZA,English,44.821933449125,24.9768644464588,153.9072005,26.3820840879288,781.433895673281,12.6909694699163,1229361018.44368,45673520,7.672155435,Africa,0,945090,34657139495.0
UGA,English,28.0700015655905,28.821123716599,121.3141492,25.6551974840714,828.994112767086,15.1251539449716,894293858.0,33476772,9.391655493,Africa,1,241038,27752712167.0
UKR,Ukrainian,92.5804755879079,8.19659520719759,106.5521884,25.1092507563514,3569.75812083898,7.95572466274646,7207000000.0,45706086,5.465501846,Europe,0,603677,163159671670.0
URY,Spanish,38.8595748476717,8.82916199388321,104.9166011,22.7051202488207,14236.7149957359,8.09283206302989,2690094196.66277,3368926,5.162133022,America,0,176215,47962439303.0
USA,English,24.1178217113198,1.21648753662505,94.59459459,19.4169009561953,49882.5581321495,3.15684156862206,263497000000.0,311583481,1.550835504,America,0,9529106,15542581104000.0
UZB,Uzbek,41.9808233766003,31.6232422641087,189.1797913,21.0597346344211,1926.29299673401,12.4,1615052149.82,29339400,7.784905864,Asia,1,447400,56516280748.0
VCT,English,54.7232340938347,6.36082276574183,102.7429679,15.6533647393936,6242.25296246715,3.18603111552464,85623860.3703704,108315,-0.4192961684,America,0,389,676129629.6
VEN,Spanish,44.4925509533089,5.01293006431094,447.0234274,48.6321324133785,10955.5380141821,26.0902123160955,5855000000.0,28887873,4.176425359,America,0,911930,316482190800.0
VNM,Vietnamese,150.255897592702,19.5677511259479,126.2725419,32.2444134279177,1525.11902548642,18.6777322770706,7430000000.0,88871384,6.240302749,Asia,0,331114,135539438560.0
VUT,English,48.1722272694289,23.5338509542123,84.01475416,9.99492054277629,3173.82202175008,0.873793104781058,61117730.8986634,242658,1.223225535,Pacific,0,14763,792149700.7
WSM,Samoan,55.8718544245614,8.8369953798775,80.56543551,18.5841383064822,3933.45935710691,5.23541591478427,8984743.31145687,187469,4.173393458,Pacific,0,2842,737401692.2
YEM,Arabic,64.0461186569839,8.53316922274811,171.4306854,46.4660961670498,1374.62140060517,19.5435617131149,-517842928.476896,23807586,-12.71482302,Asia,0,547244,32726417212.0
ZAF,English,56.0121104106237,2.2854725377128,146.2948344,26.9425399457188,8007.47643908404,5.01715773281268,4139289122.68737,52003759,3.284168142,Africa,0,1219912,416418874936.0
ZMB,English,68.9656193231028,9.64805782176724,197.4470404,34.4442819243584,1672.90753526193,6.42939681072336,1108500000.0,14023199,5.564602337,Africa,1,752614,23459515276.0
ZWE,English,81.5208124527551,8.6658651729864,111.413525,21.720292235661,1093.65340855817,3.46612972817,344300000.0,12894323,14.19391296,Africa,1,390759,14101920300.0
