Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Fiji,GDP (current US$),1109976927.9,1182686577.2,1337024782.2,1383843860.1,1531803060.5,1635426125.3,1825285158.11762,1970347720.96992,2129266728.42585,2093994597.21549,1656784779.545,1942170999.18765,1684109743.49338,1660102345.60309,1842691481.09196,2315935752.71653,2727507212.92556,3006725014.78415,3102741451.01664,3405050611.68726,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204219.71304,5353404418.66414,5536759658.9
Finland,GDP (current US$),109058990760,119012054870,141438345510,127773856790,112532519250,89214114708,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135218410398.466,125706651925.557,129421029082.774,139738377564.465,171274266365.688,197116960516.514,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234585368746.272,240570297852.344,254435041879.238,276743120520
Fm Sudan,GDP (current US$),15399166667,15291507937,12408647541,11379222222,7034219712.5,8881785938.5,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.7719,82151588418.8325,96741742021.6738,95558220776.921,123053386001.137,40851536134
France,GDP (current US$),1018847043300,1025211803400,1269179616900,1269276828300,1401465923200,1322815612700,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.61,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2586285406561.51,2777535239300
French Polynesia,GDP (current US$),2687472829.6,2636461517.1,3181206304.8,3267367609.9,3558215110.2,3694600399.9,3522272321.40766,3982374845.92709,3954696873.74892,3567062511.87293,3775160797.38928,3797016068.69688,3447543137.9415,,,,,,,,,,,,,,,,,,
Gabon,GDP (current US$),3834503378.4,4186411457.5,5952293765.8,5402919956.9,5592390848.5,4378645081,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5067865320.7979,5018874179.18704,5310381151.35952,6497305662.09274,7756293574.98077,9578973591.00958,10318424464.3377,12438956756.4455,15508574820.3516,12065138272.7538,14358584300.3006,18186478119.9582,17171447372.3334,17590745162.1326,18179752009.7489,14377324797.637,14014369641.7689,14892609693.1667,16853589311
"Gambia, The",GDP (current US$),266673126.23,284119692.49,317083373.52,690314321.37,714255460.5,755042548.06,746491692.583857,785996982.492168,848237108.56163,803630742.53446,840285264.631545,814723460.08372,782915402.421096,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1467255923.49024,1504954957.89304,1632823199
Georgia,GDP (current US$),,,7753501867.8,6357615894,3690328963.6,2701181331.3,2513870586.73344,2693731865.97036,3094935186.76896,3510520231.21387,3613498174.54701,2800026339.12617,3057475288.78105,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189491403.1502,17627060089.4829,14953950557.4406,15141758566.7808,16242956764.2957,17599660629
Germany,GDP (current US$),1401233225500,1398967436300,1771671207400,1868945197400,2131571696900,2071323790400,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194204133816.32,1943145384190.16,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3360549973888.58,3466790065011.83,3656749414477.08,3947620162500
Ghana,GDP (current US$),5197840979.1,5251764264.3,5889174825.5,6596546195.7,6413901601.8,5966255778.1,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10731634116.7384,20409668521.5494,24758819717.7074,28526891010.4925,25977847813.7422,32174772955.9748,39566292432.8615,41939728978.7282,63277216928.5093,53601126663.9079,49181854798.2552,55009730600.0307,58996776237.7603,65556464048
Greece,GDP (current US$),76261278405,79169043642,97891090929,105143232380,116224673040,108809058860,116601802106.742,136878366230.328,145861612825.595,143157600024.959,144428172835.236,142540728958.023,130133845771.144,136191353467.562,153830947016.751,201924270316.027,240521260988.329,247783001865.44,273317737046.795,318497936901.177,354460802548.704,330000252153.376,299361576558.217,287797822093.178,245670666639.047,239862011450.103,237029579260.722,196591353761.226,195222443512.937,203085551429.132,218031844580
Greenland,GDP (current US$),898611007.95,929796722.39,1018970364.9,1016493394.8,1037921836.9,927219728.87,1005879948.43254,1208946165.92889,1197509786.67632,1072147778.03013,1149862702.96084,1131561595.13775,1068030829.75591,1086172922.57413,1169138789.31435,1558753434.43083,1822486688.58807,1849805732.96203,2013099482.07439,2249811708.94796,2499107510.64122,2529948329.57153,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,,
Grenada,GDP (current US$),236357523.7,267327642.22,278098762.96,300757888.89,310160444.44,309812185.19,325111814.814815,342172518.518518,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695370296.296296,698700666.666667,758683592.592593,825976037.037037,771275555.555556,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1126882296.2963,1185925925.9
Guatemala,GDP (current US$),7841602824.4,8410724360.8,7650125217.4,9406097735.1,10440842165,11399942453,12983235568.2292,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288827158.9035,18702802522.0777,20776403774.1156,21917430694.2538,23965275794.3749,27211377107.3763,30231249625.1282,34113107372.317,39136436613.7566,37733609794.6481,41338008612.7727,47654783851.8252,50388460924.7345,53851153446.6959,58722323918.1604,63767597193.9175,68663649521.7042,75620081928.17,78460447920
Guinea,GDP (current US$),2384295763.7,2432029380.4,2666616176.9,3014890569,3284625277.2,3279063317.6,3383218922.79336,3693753379.05992,3869032270.91633,3783788551.0819,3588376057.01536,3461282293.64624,2995360969.16199,2833442750.43639,2949637039.04424,3446442218.89829,3666349049.42641,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8603833218.24226,10324668266.5921,10907214994
Guinea-Bissau,GDP (current US$),164458120.31,213143016.44,243961995.51,257150374.07,226313443.75,236880821.66,235620043.500927,253966922.278198,270419779.418107,268550998.219197,206457544.497703,224446663.800548,370173838.651652,392278168.199897,415843481.998691,476388260.639232,531109356.165462,586795675.416201,591839470.665059,695990208.376629,864654795.287148,826798659.766283,849050127.504407,1098379391.95039,989327811.785114,1045790132.98518,1053512334.17271,1047808175.00057,1178204501.38801,1346841897.00437,1458156026.2
Guyana,GDP (current US$),413799990,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.201012,621626785.915493,705406001.424501,749138009.564539,717530683.169567,694754988.258295,712667896.727512,712167575.624277,726131434.715339,743064076.794566,787814379.183843,824880550.343965,1458453715.32702,1740180444.25731,1916994911.93238,2061323853.88576,2273225041.96217,2576024115.57832,2861562265.88301,2987684170.24434,3077643313.70623,3197220338.98305,3504024213.07506,3555205811.13802,3878662620.8
Honduras,GDP (current US$),5902717091.5,5432344901.8,4923009551.5,4648668478.6,4943700431.1,4926728933,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61673,7103507989.05044,7565869927.73763,7775078402.92785,8140271080.5604,8772146604.82093,9672035709.39793,10841742347.7968,12275501784.2971,13789715132.502,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23100748921.7485,23969890431
"Hong Kong, China",GDP (current US$),59707404561,68790369107,76928290842,88959620136,104272278630,120353947980,135812069768.646,144652912433.103,159717233621.659,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.967,291459356985.337,309383627028.561,320860698504.309,341687111841.092,362682018240
Hungary,GDP (current US$),,,,34753569690,38730585921,40124916945,43166678731.4132,46425677734.1435,46658755151.6017,47296952928.7561,48706787306.2574,49073380173.7159,47218405892.4258,53749989092.0197,67608919144.3684,85302003908.042,103960017914.058,112980947728.383,115577256523.599,139966001509.592,158136326477.965,130760312876.683,131135561228.374,141109576981.423,128153691809.347,135409048034.154,140558786480.464,124529741437.176,127507473625.632,141510583019.556,157882912780
Iceland,GDP (current US$),6115814934.7,5681096096.2,6478459747,6920116563.2,7091625419,6227928905.7,6399064571.28805,7134341218.42524,7438183246.61654,7580988916.04599,8494094642.90999,8971609106.48051,9003639475.42485,8205357164.41227,9294651863.31914,11414054860.577,13834751482.0128,16812529923.7715,17216417442.2912,21514962936.5389,17905251832.0506,13164652894.2464,13683689802.2771,15158548597.3876,14724078264.24,16033517529.2506,17758089312.4856,17344165907.2129,20716024757.4057,24489493459.0074,25878475760
India,GDP (current US$),296588994810,296042354990,320979026420,270105341880,288208430380,279296022990,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.66,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823050405350.42,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2290432075123.75,2652242857923.91,2718732231300
Indonesia,GDP (current US$),84300174477,94451427898,106140727360,116621996220,128026966580,158006700300,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.402,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015423455783.28,1042173300600
"Iran, Islamic Rep.",GDP (current US$),123057861330,120496362920,124813263930,,,63743623232,71841461172.545,96419225743.6248,120403931885.441,113919163421.119,110276913362.539,113848450088.351,109591707802.233,126878750295.962,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,406070949553.875,414059094949.063,487069570463.768,583500357530.414,598853401276.101,467414852231.299,434474616831.914,385874474398.59,418976679728.567,454012768723.589,
Iraq,GDP (current US$),62503055645,65641363783,179885815370,,,,,,,,,,,,,,36627901762.063,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.444,218000986222.639,234637674957.118,234648370497.427,177498577312.923,174878976033.941,195473049875.108,224228010480
Ireland,GDP (current US$),37818133293,39285383971,49364679953,49847127139,55985505025,52480251773,57166035571.2603,69222624368.6869,75880630166.3307,82826141595.0334,90082051923.2926,98692079266.9934,99852958356.3663,109135253959.732,127949875023.527,164284690067.72,193870692699.28,211649034697.177,232083467569.941,269917943471.12,275038896001.172,236316405946.096,222148757313.006,237472361872.56,224999484104.853,238543538776.684,258471885130.304,291499812103.645,300523297712.96,334834010485.56,382487490530
Israel,GDP (current US$),50099381786,49901966662,59011278706,67558017658,75607012222,75985906529,86342662573.5605,100384808654.07,109995847228.75,114692617005.856,115932846846.136,117111535207.865,132343042748.878,130756336685.926,121123828591.329,126965980061.922,135477431994.645,142528909909.308,154034316643.476,178959188651.688,216105164966.555,207468170892.353,233995676194.679,261468634231.2,257180147032.142,292636164000.637,309558454718.866,299813121212.641,318950599017.506,353253406954.97,370587977150
Italy,GDP (current US$),891608957600,928661332490,1181222652700,1246220155500,1320161645700,1064958075900,1099216688640.73,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875579883543.09,1956960611690.59,2083864259600
Jamaica,GDP (current US$),3828310735,4404970058.8,4592224067.4,4071219198,3530892749,5405097570.7,5419134875.33794,6538840169.73126,7368000000,8375077442.97381,8763219645.29332,8851581632.65306,8985352831.94058,9178016493.05556,9694169756.90153,9399447609.1835,10150978154.5484,11204416000,11901911987.8604,12827809965.2375,13680482786.9977,12067478477.5714,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816
Japan,GDP (current US$),3071683013200,3054914166300,3132817652800,3584420077100,3908809463500,4454143876900,4907039384469.68,5449116304981.1,4833712542207.1,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4926667087367.51,4859950558538.97,4971323079800
Jordan,GDP (current US$),6277197435.2,4220945005.2,4160003917.4,4344250257,5390688437.8,5685784384.5,6326420495.20538,6821989155.25114,7024203102.96192,7347574047.95487,8023356840.62059,8263921015.51481,8579280677.00987,9101452750.35261,9716868829.3371,10338730606.488,11571424541.6079,12765218617.7715,15268053596.615,17350521861.7772,22279907002.959,24154000000,26795901408.4507,29244647887.324,31371056338.0282,34064873239.4366,36329267605.6338,38043450704.2253,39196676056.338,40708943661.9718,42231295775
Kazakhstan,GDP (current US$),,,26932728899,24881135586,24906939560,23409027476,21250839258.0901,20374307047.115,21035357832.8019,22165932062.966,22135245413.2312,16870817134.7767,18291990619.137,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8953,81003884545.4098,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994860
Kenya,GDP (current US$),8355380879.1,8283114648.4,8572359162.9,8151479004.2,8209129171.7,5751789915.1,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750178.5014,69188755511.0911,78757391333.0219,87908262520
Kiribati,GDP (current US$),42972107.196,41119721.651,39809538.678,47515189.282,47737955.347,46919624.643,54832577.8622606,56338028.1690141,66515376.7900462,67537479.5903221,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132420059.273124,156120895.248578,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033,185572501.532802,188284518.83
"Korea, Rep.",GDP (current US$),196964195390,243526047720,279349355710,325734233310,350051111250,386302839270,455602962225.403,556130926912.754,598099073901.423,557503074772.152,374241351752.483,485248229336.653,561633125839.994,533052076313.527,609020054512.465,680520724062.403,764880644710.649,898137194716.188,1011797457138.5,1122679154632.41,1002219052967.54,901934953364.711,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7,1619423701200
Kuwait,GDP (current US$),20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838.3838,27191353887.3995,31493319973.2799,30355093966.3699,25939960629.9213,30123850197.1091,37712842242.5032,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419050942.08,154027536231.884,174070025008.932,174161495063.47,162631763879.129,114567298105.683,109420059582.92,120707550280.251,140645364240
Kyrgyz Republic,GDP (current US$),,,2675000000,2569444444.4,2316562500,2028295454.5,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8092836608.8
Lao PDR,GDP (current US$),598961269.3,714046821.09,865559856.16,1028087972.3,1127806944.6,1327748654.7,1543606345.11684,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3452882514.00166,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58295,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723,16853087485.4118,17953786416
Latvia,GDP (current US$),,,,,,,,5770516257.8437,5952007401.73558,6508472054.19792,7145882282.85476,7518044679.3178,7934206257.24218,8334748153.1229,9529948840.38199,11731703357.5206,14355307662.287,16909366521.4686,21436812139.4532,30897981124.3332,35657998830.5803,26250900750.6255,23796118300.8371,28246551197.1364,28170812351.7896,30276485435.7497,31382780146.4181,27090019662.7977,27734140217.3664,30198231776.3706,34409229178
Lebanon,GDP (current US$),3313540067.9,2717998687.7,2838485354,4690415092.5,5843579160.9,7941744492.1,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21145518599.8673,21489962079.602,22048664306.2023,24873482491.675,29227542759.602,35477299023.8806,38419626533.9967,40075674295.1907,44230727694.859,46866579767.8275,48296099502.4876,49973893200.6633,51239050082.9187,53393799668.325,56639155556
Lesotho,GDP (current US$),470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.602681,1001889856.91048,946123275.882121,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1716262753.00196,1758534994.91599,1773199523.2307,2394600945.38102,2792049477.26553,2677545056.01559,2533992455.33308,2608269551.8008,2289799039.79675,2314323471.3948,2565352373.26551,2738786277.8
Libya,GDP (current US$),,,28901836158,31995012469,33881392045,30657030223,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37881431912.7565,48364208571
Lithuania,GDP (current US$),,,,,,,,7870782260.51698,8385109020.28485,10120274492.8787,11240360897.7126,10972878636.1675,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37024718364.5516,43419061504.4429,42826586829.8189,46450990764.2532,48485169331.368,41392396557.6337,43021972484.8299,47632961168.4141,53429066429
Luxembourg,GDP (current US$),9750161053.2,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415.4811,21588170498.0843,21776609771.987,19731912494.3617,20209122027.1171,22235929043.2559,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64023412339.7075,70885325883
Macao,GDP (current US$),2269233639.3,2683254708.2,3220920084.8,3735117374.4,4879018601.9,5625533410.3,6265844252.10105,6996034036.99892,7122539666.59972,7211264780.00828,6742367273.27418,6490571703.85015,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.12038,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45387299721.0792,50751059058.0613,55084050790
Madagascar,GDP (current US$),2442507588.4,2498059014.8,3081479800.3,2653141958.5,3024459564.3,3370842210.9,2977040722.47057,3159901231.97468,3995028592.78722,3545776697.12109,3738704467.51878,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,8524620739.24074,10725137930.8286,9616879571.46431,9982711338.11813,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13853432868
Malawi,GDP (current US$),1379924257.2,1590215582.5,1880771556.3,2203545856.7,1799517081.6,2070636935.6,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,7064971176.3
Malaysia,GDP (current US$),35271880250,38848567631,44024178343,49143148094,59167550163,66894837030,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.421,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354756113.174,301255454041.415,318958236443.122,358581943450
Maldives,GDP (current US$),168610478.36,189535398.23,215089005.24,244468292.68,284853358.56,322326642.34,355884383.08887,398988954.970263,450382327.952421,508223602.37893,540096397.621071,589239753.610875,624337145.284622,870179738.562091,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4735989972.05433,5327457149.7
Mali,GDP (current US$),2169040741.6,2181821902.4,2681912030.5,2724131545.2,2830673388.8,2818280876.1,2081846482.74771,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88353,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345831014.6335,13099497220.4728,14010787737.8424,15337740140.8637,17163432832
Malta,GDP (current US$),2019474244.2,2118574772.1,2547163582.3,2750041434.3,3021910216.7,2709178326.8,2998570146.54095,3439931906.61479,3570271557.88471,3705372038.70537,3923637971.04652,4127313818.33836,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8749171417.20801,9510019134.82894,9209873465.50645,10154463059.2461,11303729347.0846,10715545898.6342,11452895366.67,12768671649.7805,14553422929
Mauritania,GDP (current US$),957377548.47,981529430.11,1019600785.3,1443688865.1,1464392418.4,1249945002.7,1315932648.18936,1415296706.42994,1442598431.73835,1401946856.49938,1375115531.95102,1405662876.94378,1293654176.88438,1295539954.38702,1324427093.645,1563074858.38117,1833444739.62264,2184447591.21449,3040716679.07669,3356753170.11296,4031053345.25594,3662279342.59775,4337794152.82681,5166346516.40948,5231255478.38986,5639818811.90095,5391555433.76477,4828858024.69136,4679346590.90909,4905893854.7486,5234817927.2
Mauritius,GDP (current US$),2134517067.7,2181930254.8,2653480001.3,2856890680.6,3224267547.8,3263368410,3558137040.37772,4040345933.29231,4421943910.49749,4187367601.73432,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14220348673
Mexico,GDP (current US$),181611549980,221400669710,261253582810,313142768450,363157598240,500736065610,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.88,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077903618176.07,1157736189998.15,1220699479800
"Micronesia, Fed. Sts.",GDP (current US$),124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575348.027093,218534683.23471,206626303.647324,218873091.437411,220140471.847169,233271799.45728,240970948.953606,242517241.237159,245432897.19701,240236020.570249,250281881.170157,253541864.150944,256787150.874101,263145104.610435,280284568.061757,296944122.022674,311301557.087302,327248654.764484,317214350.095235,319271156.353297,316489947.494367,332265162.497548,366666808.576418,401932279.02
Moldova,GDP (current US$),,,,,,,,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960426.21652,8414360571.10729,8709165249.26928,9496684621.98494,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11443671436
Mongolia,GDP (current US$),3204461566.7,3576966800,2560785660,2379018326.3,1317611863.8,768401634.15,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86851,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13066749138
Montenegro,GDP (current US$),,,,,,,,,,,,,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680710375.03422,4545674527.61096,4159328980.2723,4139192052.98013,4538199888.79622,4087725812.66864,4464261816.25066,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.7
Morocco,GDP (current US$),25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.025,109714300453.983,117921394400
Mozambique,GDP (current US$),,,,3704316974.6,2644983401.5,2738413378.6,2793020800.85737,2900913488.49338,4163397088.64234,4976735801.65633,5613212495.5788,5888561099.32603,5553894130.24062,5311092495.99103,5623299277.81063,6254047514.32788,7589038159.89336,8512116725.20706,9149485071.33634,10423424155.2923,12574681497.5762,11899763735.4052,11087646867.9421,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14717223207
