iso_o,iso_d,dist
TWN,SWE,8358.111
TWN,SWZ,11260.14
TWN,SYC,7859.018
TWN,SYR,8094.193
TWN,TCA,14675.01
TWN,TCD,11060.04
TWN,TGO,12691.2
TWN,THA,2538.269
TWN,TJK,5129.396
TWN,TKL,8134.941
TWN,TKM,6045.644
TWN,TMP,3771.205
TWN,TON,8553.68
TWN,TTO,16044.87
TWN,TUN,10076.69
TWN,TUR,8421.919
TWN,TUV,7277.98
TWN,TWN,71.24096
TWN,TZA,9564.05
TWN,UGA,9895.356
TWN,UKR,7964.517
TWN,URY,18917.29
TWN,USA,12532.54
TWN,UZB,5109.984
TWN,VCT,15762.38
TWN,VEN,15959.26
TWN,VGB,15143.02
TWN,VNM,1665.853
TWN,VUT,6957.285
TWN,WLF,7989.237
TWN,WSM,6956.634
TWN,YEM,8043.52
TWN,YUG,8888.865
TWN,ZAF,12686.75
TWN,ZAR,11854.99
TWN,ZMB,11059.7
TWN,ZWE,10893.99
TZA,ABW,12282.36
TZA,AFG,5574.784
TZA,AGO,2880.082
TZA,AIA,11557.67
TZA,ALB,5719.308
TZA,AND,6693.941
TZA,ANT,12153.11
TZA,ARE,3852.073
TZA,ARG,10291.12
TZA,ARM,5261.924
TZA,ATG,11420.6
TZA,AUS,11565.75
TZA,AUT,6527.19
TZA,AZE,5366.102
TZA,BDI,1172.489
TZA,BEL,7242.26
TZA,BEN,4342.741
TZA,BFA,5010.12
TZA,BGD,6504.492
TZA,BGR,5744.684
TZA,BHR,3876.847
TZA,BHS,13019.7
TZA,BIH,6022.585
TZA,BLR,6846.013
TZA,BLZ,14285.41
TZA,BMU,11748.3
TZA,BOL,11640.53
TZA,BRA,9299.757
TZA,BRB,11151.11
TZA,BRN,8506.63
TZA,BTN,6637.605
TZA,BWA,2449.869
TZA,CAF,2615.915
TZA,CAN,12830.99
TZA,CCK,6332.496
TZA,CHE,6762.659
TZA,CHL,11411.09
TZA,CHN,9422.745
TZA,CIV,4998.414
TZA,CMR,3308.428
TZA,COG,2681.518
TZA,COK,16280.78
TZA,COL,12766.43
TZA,COM,690.7507
TZA,CPV,7338.046
TZA,CRI,13795.6
TZA,CUB,13555.69
TZA,CXR,7307.247
TZA,CYM,13486.26
TZA,CYP,4716.096
TZA,CZE,6778.192
TZA,DEU,7186.556
TZA,DJI,2097.247
TZA,DMA,11359.65
TZA,DNK,7380.81
TZA,DOM,12267.76
TZA,DZA,6157.438
TZA,ECU,13083.55
TZA,EGY,4196.055
TZA,ERI,2469.415
TZA,ESH,6798.901
TZA,ESP,6857.921
TZA,EST,7487.854
TZA,ETH,1770.414
TZA,FIN,7560.965
TZA,FJI,14752.81
TZA,FLK,9908.455
TZA,FRA,7168.277
TZA,FRO,8616.138
TZA,FSM,13293.17
TZA,GAB,3414.597
TZA,GBR,7504.949
TZA,GEO,5434.569
TZA,GHA,4604.602
TZA,GIB,6676.924
TZA,GIN,6366.438
TZA,GLP,11402.22
TZA,GMB,6582.851
TZA,GNB,6428.544
TZA,GNQ,3587.981
TZA,GRC,5246.231
TZA,GRD,11371.02
TZA,GRL,10752.96
TZA,GTM,14489.6
TZA,GUF,10262.19
TZA,GUY,10926.66
TZA,HKG,8765.8
TZA,HND,14138.86
TZA,HRV,6302.652
TZA,HTI,12536.89
TZA,HUN,6368.856
TZA,IDN,7452.995
TZA,IND,5666.837
TZA,IRL,7942.938
TZA,IRN,4899.717
TZA,IRQ,4505.155
TZA,ISL,9373.191
TZA,ISR,4359.886
TZA,ITA,6070.02
TZA,JAM,13009.84
TZA,JOR,4333.184
TZA,JPN,11404.29
TZA,KAZ,6745.094
TZA,KEN,677.343
TZA,KGZ,6586.273
TZA,KHM,7547.771
TZA,KIR,14877.39
TZA,KNA,11515.31
TZA,KOR,10278.43
TZA,KWT,4133.544
TZA,LAO,7482.851
TZA,LBN,4549.422
TZA,LBR,5750.199
TZA,LBY,5204.866
TZA,LCA,11306.53
TZA,LKA,4757.547
TZA,LSO,2790.795
TZA,LTU,6971.36
TZA,LUX,7055.145
TZA,LVA,7234.836
TZA,MAC,8706.53
TZA,MAR,6653.932
TZA,MDA,6081.995
TZA,MDG,1605.309
TZA,MDV,3988.868
TZA,MEX,15335.14
TZA,MHL,14722.66
TZA,MKD,5731.372
TZA,MLI,5662.584
TZA,MLT,5417.332
TZA,MMR,6786.904
TZA,MNG,8956.542
TZA,MNP,11977.28
TZA,MOZ,2243.914
TZA,MRT,6675.072
TZA,MSR,11458.51
TZA,MTQ,11322.03
TZA,MUS,2460.431
TZA,MWI,993.5634
TZA,MYS,7020.495
TZA,NAM,2953.518
TZA,NCL,13427.47
TZA,NER,4696.821
TZA,NFK,13241.43
TZA,NGA,4245.583
TZA,NIC,14042.19
TZA,NIU,15726.2
TZA,NLD,7351.038
TZA,NOR,7845.565
TZA,NPL,6264.723
TZA,NRU,14159.52
TZA,NZL,12805.95
TZA,OMN,3989.297
TZA,PAK,5750.048
TZA,PAL,4302.818
TZA,PAN,13290.17
TZA,PCN,16299.98
TZA,PER,12682.22
TZA,PHL,9319.541
TZA,PLW,10682.54
TZA,PNG,11826.25
TZA,POL,6803.896
TZA,PRI,11882.05
TZA,PRK,10193.79
TZA,PRT,7116.942
TZA,PRY,10387.27
TZA,PYF,17150.21
TZA,QAT,3810.398
TZA,REU,2338.029
TZA,ROM,5857.301
TZA,RUS,6968.894
TZA,RWA,1161.326
TZA,SAU,3598.224
TZA,SDN,2602.337
TZA,SEN,6703.036
TZA,SGP,7225.583
TZA,SHN,5001.739
TZA,SLB,13207
TZA,SLE,6079.025
TZA,SLV,14349.33
TZA,SMR,6263.475
TZA,SOM,1195.51
TZA,SPM,10987.83
TZA,STP,3702.014
TZA,SUR,10593.26
TZA,SVK,6495.723
TZA,SVN,6383.455
TZA,SWE,7603.518
TZA,SWZ,2334.891
TZA,SYC,1807.056
TZA,SYR,4501.962
TZA,TCA,12407.99
TZA,TCD,3423.539
TZA,TGO,4456.608
TZA,THA,7137.656
TZA,TJK,5911.476
TZA,TKL,16139.55
TZA,TKM,5364.517
TZA,TMP,9496.808
TZA,TON,15140.79
TZA,TTO,11334.43
TZA,TUN,5728.188
TZA,TUR,5433.378
TZA,TUV,15268
TZA,TWN,9564.05
TZA,TZA,365.6541
TZA,UGA,1093.389
TZA,UKR,6430.032
TZA,URY,10076.18
TZA,USA,12470.74
TZA,UZB,6163.407
TZA,VCT,11326.65
TZA,VEN,11924.8
TZA,VGB,11722.4
TZA,VNM,7900.669
TZA,VUT,13797.48
TZA,WLF,15514.28
TZA,WSM,14300.48
TZA,YEM,2535.46
TZA,YUG,6052.165
TZA,ZAF,3698.366
TZA,ZAR,2673.241
TZA,ZMB,1538.837
TZA,ZWE,1515.279
UGA,ABW,11386.03
UGA,AFG,5380.85
UGA,AGO,2373.897
UGA,AIA,10602.5
UGA,ALB,4740.878
UGA,AND,5626.734
UGA,ANT,11261.92
UGA,ARE,3570.466
UGA,ARG,10137.2
UGA,ARM,4596.694
UGA,ATG,10475.68
UGA,AUS,12644.1
UGA,AUT,5553.761
UGA,AZE,4787.278
UGA,BDI,549.2128
UGA,BEL,6219.309
UGA,BEN,3406.452
UGA,BFA,4009.75
UGA,BGD,6747.756
UGA,BGR,4802.156
UGA,BHR,3468.951
UGA,BHS,12000.46
UGA,BIH,5044.499
UGA,BLR,5974.743
UGA,BLZ,13324.26
UGA,BMU,10691.03
UGA,BOL,11174.26
UGA,BRA,8932.303
UGA,BRB,10246.99
UGA,BRN,9169.153
UGA,BTN,6799.012
UGA,BWA,2882.737
UGA,CAF,1616.931
UGA,CAN,11737.87
UGA,CCK,7232.601
UGA,CHE,5734.78
UGA,CHL,11264.13
UGA,CHN,9468.473
UGA,CIV,4104.768
UGA,CMR,2375.223
UGA,COG,1995.224
UGA,COK,17351.6
UGA,COL,11971.55
UGA,COM,1782.844
UGA,CPV,6374.175
UGA,CRI,12927.46
UGA,CUB,12546.79
UGA,CXR,8178.551
UGA,CYM,12512.63
UGA,CYP,3875.884
UGA,CZE,5801.1
UGA,DEU,6177.539
UGA,DJI,1713.481
UGA,DMA,10432.92
UGA,DNK,6418.677
UGA,DOM,11309.12
UGA,DZA,5076.526
UGA,ECU,12363.58
UGA,EGY,3310.454
UGA,ERI,1807.427
UGA,ESH,5725.734
UGA,ESP,5773.843
UGA,EST,6611.158
UGA,ETH,1192.018
UGA,FIN,6687.78
UGA,FJI,15805.53
UGA,FLK,10075.93
UGA,FRA,6128.938
UGA,FRO,7613.931
UGA,FSM,13947.8
UGA,GAB,2578.386
UGA,GBR,6469
UGA,GEO,4767.132
UGA,GHA,3694.008
UGA,GIB,5584.541
UGA,GIN,5445.486
UGA,GLP,10468.46
UGA,GMB,5618.19
UGA,GNB,5479.053
UGA,GNQ,2672.162
UGA,GRC,4289.222
UGA,GRD,10478.95
UGA,GRL,9708.395
UGA,GTM,13555.89
UGA,GUF,9450.063
UGA,GUY,10095.45
UGA,HKG,9134.574
UGA,HND,13215.82
UGA,HRV,5315.882
UGA,HTI,11576.85
UGA,HUN,5410.857
UGA,IDN,8269.188
UGA,IND,5691.471
UGA,IRL,6897.966
UGA,IRN,4390.246
UGA,IRQ,3876.381
UGA,ISL,8352.069
UGA,ISR,3541.196
UGA,ITA,5044.428
UGA,JAM,12053.1
UGA,JOR,3536.507
UGA,JPN,11538.8
UGA,KAZ,6494.712
UGA,KEN,506.0586
UGA,KGZ,6316.986
UGA,KHM,8084.194
UGA,KIR,15641.16
UGA,KNA,10569.03
UGA,KOR,10384.14
UGA,KWT,3618.881
UGA,LAO,7897.159
UGA,LBN,3744.631
UGA,LBR,4860.096
UGA,LBY,4143.364
UGA,LCA,10393.05
UGA,LKA,5299.368
UGA,LSO,3344.248
UGA,LTU,6085.474
UGA,LUX,6033.801
UGA,LVA,6346.852
UGA,MAC,9073.908
UGA,MAR,5560.586
UGA,MDA,5206.751
UGA,MDG,2687.701
UGA,MDV,4565.735
UGA,MEX,14330.93
UGA,MHL,15364.89
UGA,MKD,4769.688
UGA,MLI,4681.424
UGA,MLT,4376.728
UGA,MMR,7199.227
UGA,MNG,8824.388
UGA,MNP,12489.64
UGA,MOZ,2927.169
UGA,MRT,5663.852
UGA,MSR,10517.88
UGA,MTQ,10402.45
UGA,MUS,3546.463
UGA,MWI,1597.372
UGA,MYS,7694.136
UGA,NAM,3051.572
UGA,NCL,14474.83
UGA,NER,3668.401
UGA,NFK,14322.93
UGA,NGA,3304.193
UGA,NIC,13144.85
UGA,NIU,16815.65
UGA,NLD,6337.427
UGA,NOR,6894.351
UGA,NPL,6388.173
UGA,NRU,14951.3
UGA,NZL,13882.43
UGA,OMN,3824.524
UGA,PAK,5624.472
UGA,PAL,3477.669
UGA,PAN,12437.06
UGA,PCN,16709
UGA,PER,12159.83
UGA,PHL,9833.455
UGA,PLW,11325.54
UGA,PNG,12714.27
UGA,POL,5878.683
UGA,PRI,10924.69
UGA,PRK,10270.28
UGA,PRT,6024.951
UGA,PRY,10057.92
UGA,PYF,18105.09
UGA,QAT,3441.155
UGA,REU,3430.187
UGA,ROM,4947.955
UGA,RUS,6185.184
UGA,RWA,376.9301
UGA,SAU,3107.796
UGA,SDN,1693.612
UGA,SEN,5728.237
UGA,SGP,7931.624
UGA,SHN,4577.393
UGA,SLB,14117.29
UGA,SLE,5165.069
UGA,SLV,13429.28
UGA,SMR,5247.143
UGA,SOM,1433.108
UGA,SPM,9894.471
UGA,STP,2878.945
UGA,SUR,9771.406
UGA,SVK,5527.376
UGA,SVN,5388.563
UGA,SWE,6686.84
UGA,SWZ,2972.053
UGA,SYC,2603.635
UGA,SYR,3711.999
UGA,TCA,11421.88
UGA,TCD,2347.747
UGA,TGO,3529.222
UGA,THA,7623.443
UGA,TJK,5642.321
UGA,TKL,17143.89
UGA,TKM,4950.452
UGA,TMP,10352.26
UGA,TON,16225.98
UGA,TTO,10458.53
UGA,TUN,4669.814
UGA,TUR,4544.684
UGA,TUV,16222.9
UGA,TWN,9895.356
UGA,TZA,1093.389
UGA,UGA,184.6616
UGA,UKR,5577.735
UGA,URY,9924.09
UGA,USA,11381.89
UGA,UZB,5857.336
UGA,VCT,10421.98
UGA,VEN,11051.02
UGA,VGB,10765.05
UGA,VNM,8269.625
UGA,VUT,14816.58
UGA,WLF,16547.79
UGA,WSM,15293
UGA,YEM,2109.884
UGA,YUG,5094.179
UGA,ZAF,4088.998
UGA,ZAR,1989.914
UGA,ZMB,1821.461
UGA,ZWE,2028.896
UKR,ABW,9678.449
UKR,AFG,3580.626
UKR,AGO,6802.643
UKR,AIA,8711.546
UKR,ALB,1303.97
UKR,AND,2372.859
UKR,ANT,9637.682
UKR,ARE,3545.552
UKR,ARG,12845.99
UKR,ARM,1575.587
UKR,ATG,8718.199
UKR,AUS,14956.91
UKR,AUT,1052.484
UKR,AZE,1873.832
UKR,BDI,5987.114
UKR,BEL,1837.307
UKR,BEN,5545.644
UKR,BFA,5147.142
UKR,BGD,5891.902
UKR,BGR,1022.553
UKR,BHR,3195.369
UKR,BHS,9056.832
UKR,BIH,1166.276
UKR,BLR,433.5281
UKR,BLZ,10462.06
UKR,BMU,7654.312
UKR,BOL,12033.3
UKR,BRA,11155.24
UKR,BRB,8905.438
UKR,BRN,9201.697
UKR,BTN,5545.155
UKR,BWA,8378.193
UKR,CAF,5243.037
UKR,CAN,7564.316
UKR,CCK,9487.612
UKR,CHE,1730.779
UKR,CHL,13566.19
UKR,CHN,6460.799
UKR,CIV,5959.585
UKR,CMR,5480.026
UKR,COG,6256.173
UKR,COK,16659.88
UKR,COL,10708.16
UKR,COM,7020.656
UKR,CPV,6224.206
UKR,CRI,10830.9
UKR,CUB,9542.158
UKR,CXR,9885.776
UKR,CYM,9821.899
UKR,CYP,1714.705
UKR,CZE,1141.565
UKR,DEU,1646.271
UKR,DJI,4472.17
UKR,DMA,8842.24
UKR,DNK,1328.55
UKR,DOM,9142.623
UKR,DZA,2657.681
UKR,ECU,11369.98
UKR,EGY,2267.659
UKR,ERI,3977.017
UKR,ESH,4493.383
UKR,ESP,2863.877
UKR,EST,1066.134
UKR,ETH,4667.826
UKR,FIN,1135.325
UKR,FJI,15453.36
UKR,FLK,14068.5
UKR,FRA,2025.144
UKR,FRO,2591.914
UKR,FSM,11922.9
UKR,GAB,5915.828
UKR,GBR,2137.511
UKR,GEO,1465.133
UKR,GHA,5755.752
UKR,GIB,3267.28
UKR,GIN,6209.172
UKR,GLP,8807.217
UKR,GMB,5906.056
UKR,GNB,5988.864
UKR,GNQ,5578.317
UKR,GRC,1482.129
UKR,GRD,9141.608
UKR,GRL,4786.578
UKR,GTM,10803.2
UKR,GUF,9085.917
UKR,GUY,9342.695
UKR,HKG,7687.269
UKR,HND,10656.18
UKR,HRV,1193.37
UKR,HTI,9307.589
UKR,HUN,896.3701
UKR,IDN,9581.404
UKR,IND,4583.481
UKR,IRL,2517.525
UKR,IRN,2349.756
UKR,IRQ,2216.237
UKR,ISL,3379.359
UKR,ISR,2070.605
UKR,ITA,1674.773
UKR,JAM,9650.142
UKR,JOR,2103.682
UKR,JPN,8215.83
UKR,KAZ,3564.066
UKR,KEN,5785.699
UKR,KGZ,3417.102
UKR,KHM,7923.316
UKR,KIR,13266.32
UKR,KNA,8766.489
UKR,KOR,7309.346
UKR,KWT,2766.743
UKR,LAO,7225.497
UKR,LBN,1886.551
UKR,LBR,6218.5
UKR,LBY,2430.046
UKR,LCA,8923.262
UKR,LKA,6642.944
UKR,LSO,8879.244
UKR,LTU,590.0546
UKR,LUX,1736.302
UKR,LVA,839.8457
UKR,MAC,7645.765
UKR,MAR,3524.49
UKR,MDA,399.4606
UKR,MDG,7889.882
UKR,MDV,6521.934
UKR,MEX,10831.55
UKR,MHL,12594.82
UKR,MKD,1165.076
UKR,MLI,5457.104
UKR,MLT,2062.274
UKR,MMR,6868.432
UKR,MNG,5313.104
UKR,MNP,10401.26
UKR,MOZ,8503.888
UKR,MRT,5444.622
UKR,MSR,8781.384
UKR,MTQ,8880.724
UKR,MUS,8291.761
UKR,MWI,7173.136
UKR,MYS,8424.244
UKR,NAM,8229.549
UKR,NCL,15104.8
UKR,NER,4842.992
UKR,NFK,15770.33
UKR,NGA,5499.933
UKR,NIC,10779.92
UKR,NIU,16100.24
UKR,NLD,1781.716
UKR,NOR,1630.325
UKR,NPL,5219.473
UKR,NRU,13127.91
UKR,NZL,17284.29
UKR,OMN,3845.656
UKR,PAK,3914.823
UKR,PAL,2127.214
UKR,PAN,10626.1
UKR,PCN,16757.36
UKR,PER,12293.23
UKR,PHL,8801.368
UKR,PLW,10363.62
UKR,PNG,12702.27
UKR,POL,690.8161
UKR,PRI,8901.729
UKR,PRK,7115.717
UKR,PRT,3351.661
UKR,PRY,12029.04
UKR,PYF,16373.96
UKR,QAT,3330.675
UKR,REU,8304.946
UKR,ROM,744.6108
UKR,RUS,763.4056
UKR,RWA,5826.659
UKR,SAU,3191.071
UKR,SDN,3884.941
UKR,SEN,5852.196
UKR,SGP,8734.249
UKR,SHN,8186.405
UKR,SLB,13550.01
UKR,SLE,6157.81
UKR,SLV,10812.02
UKR,SMR,1535.241
UKR,SOM,5564.234
UKR,SPM,6024.13
UKR,STP,6025.999
UKR,SUR,9211.708
UKR,SVK,998.2211
UKR,SVN,1277.754
UKR,SWE,1267.46
UKR,SWZ,8542.441
UKR,SYC,6578
UKR,SYR,1941.869
UKR,TCA,8976.259
UKR,TCD,4485.89
UKR,TGO,5620.71
UKR,THA,7429.726
UKR,TJK,3268.097
UKR,TKL,14979.61
UKR,TKM,2599.063
UKR,TMP,11110.44
UKR,TON,16075.06
UKR,TTO,9248.727
UKR,TUN,2212.683
UKR,TUR,1051.214
UKR,TUV,14549.32
UKR,TWN,7964.517
UKR,TZA,6430.032
UKR,UGA,5577.735
UKR,UKR,292.2376
UKR,URY,12716.19
UKR,USA,7515.91
UKR,UZB,3128.88
UKR,VCT,9010.13
UKR,VEN,9630.776
UKR,VGB,8797.883
UKR,VNM,7205.898
UKR,VUT,14824.88
UKR,WLF,15247.36
UKR,WSM,14668.4
UKR,YEM,4088.448
UKR,YUG,972.643
UKR,ZAF,9462.487
UKR,ZAR,6261.951
UKR,ZMB,7336.021
UKR,ZWE,7596.362
URY,ABW,5483.935
URY,AFG,15100.65
URY,AGO,7581.052
URY,AIA,5958.545
URY,ALB,11489.65
URY,AND,10421.2
URY,ANT,5403.592
URY,ARE,13351.9
URY,ARG,215.0746
URY,ARM,13248.01
URY,ATG,5824.032
URY,AUS,11864.05
URY,AUT,11712.82
URY,AZE,13680.77
URY,BDI,9390.496
URY,BEL,11228.75
URY,BEN,7670.279
URY,BFA,7784.849
URY,BGD,16574.29
URY,BGR,11811.41
URY,BHR,13103.67
URY,BHS,7041.119
URY,BIH,11560.27
URY,BLR,12702.71
URY,BLZ,6750.011
URY,BMU,7535.383
URY,BOL,2372.214
URY,BRA,1567.878
URY,BRB,5356.622
URY,BRN,16574.19
URY,BTN,16704.86
URY,BWA,7789.73
URY,CAF,8922.081
URY,CAN,9055.5
URY,CCK,14036.49
URY,CHE,11102.35
URY,CHL,1342.72
URY,CHN,19175.59
URY,CIV,7055.091
URY,CMR,8258.707
URY,COG,8053.304
URY,COK,9843.299
URY,COL,4826.395
URY,COM,10118.15
URY,CPV,6532.041
URY,CRI,5797.174
URY,CUB,7028.569
URY,CXR,14639.08
URY,CYM,6596.865
URY,CYP,12120.21
URY,CZE,11723.31
URY,DEU,11412.01
URY,DJI,11596.21
URY,DMA,5616.211
URY,DNK,11993.66
URY,DOM,6117.109
URY,DZA,10060.01
URY,ECU,4503.727
URY,EGY,11658.8
URY,ERI,11437.76
URY,ESH,8257.957
URY,ESP,9957.118
URY,EST,12829.54
URY,ETH,11045.59
URY,FIN,12877.32
URY,FJI,11783.23
URY,FLK,1872.809
URY,FRA,10972.42
URY,FRO,11661.73
URY,FSM,15333.69
URY,GAB,7837.709
URY,GBR,11057.87
URY,GEO,13337.55
URY,GHA,7378.729
URY,GIB,9500.454
URY,GIN,6523.969
URY,GLP,5697.463
URY,GMB,6810.588
URY,GNB,6734.194
URY,GNQ,8015.034
URY,GRC,11556.45
URY,GRD,5262.11
URY,GRL,11036.65
URY,GTM,6600.935
URY,GUF,4453.431
URY,GUY,4644.076
URY,HKG,18339.63
URY,HND,6364.24
URY,HRV,11529.4
URY,HTI,6191.462
URY,HUN,11831
URY,IDN,15125.91
URY,IND,15606.99
URY,IRL,10937.32
URY,IRN,13618.07
URY,IRQ,12926.2
URY,ISL,11427.56
URY,ISR,12062.76
URY,ITA,11041.93
URY,JAM,6277.159
URY,JOR,12150.65
URY,JPN,18587.08
URY,KAZ,15934.54
URY,KEN,10208.8
URY,KGZ,15741.2
URY,KHM,16808.96
URY,KIR,13716.86
URY,KNA,5850.96
URY,KOR,19629.5
URY,KWT,13031.81
URY,LAO,17214.69
URY,LBN,12220.87
URY,LBR,6610.736
URY,LBY,10434.93
URY,LCA,5469.966
URY,LKA,14569.68
URY,LSO,7673.026
URY,LTU,12619.23
URY,LUX,11229.4
URY,LVA,12670.17
URY,MAC,18307.36
URY,MAR,9232.994
URY,MDA,12433
URY,MDG,10005.71
URY,MDV,13832.37
URY,MEX,7563.498
URY,MHL,14300.23
URY,MKD,11644.69
URY,MLI,7337.575
URY,MLT,10758.94
URY,MMR,16626
URY,MNG,18019.18
URY,MNP,16934.3
URY,MOZ,8295.354
URY,MRT,7275.055
URY,MSR,5780.402
URY,MTQ,5535.605
URY,MUS,10730.37
URY,MWI,9131.637
URY,MYS,15822.13
URY,NAM,7128.128
URY,NCL,12239.68
URY,NER,8170.196
URY,NFK,11539.83
URY,NGA,7752.999
URY,NIC,6122.562
URY,NIU,10820.74
URY,NLD,11371.8
URY,NOR,12189.46
URY,NPL,16308.02
URY,NRU,14069.11
URY,NZL,9826.746
URY,OMN,13688.32
URY,PAK,15420.77
URY,PAL,12004.96
URY,PAN,5465.056
URY,PCN,7052.703
URY,PER,3299.799
URY,PHL,17756.3
URY,PLW,16776.17
URY,PNG,14515.81
URY,POL,12236.49
URY,PRI,6031.294
URY,PRK,19547.45
URY,PRT,9520.141
URY,PRY,1085.501
URY,PYF,9210.864
URY,QAT,13134.55
URY,REU,10518.63
URY,ROM,12107.24
URY,RUS,13387.23
URY,RWA,9550.052
URY,SAU,12679.68
URY,SDN,10883.81
URY,SEN,6864.639
URY,SGP,15755.33
URY,SHN,5429.595
URY,SLB,13801.43
URY,SLE,6606.786
URY,SLV,6432.253
URY,SMR,11186.59
URY,SOM,11196.48
URY,SPM,9080.159
URY,STP,7587.964
URY,SUR,4540.208
URY,SVK,11757.85
URY,SVN,11456.62
URY,SWE,12494.46
URY,SWZ,8150.484
URY,SYC,11661.72
URY,SYR,12266.86
URY,TCA,6471.679
URY,TCD,9131.858
URY,TGO,7556.402
URY,THA,16710.97
URY,TJK,15188.03
URY,TKL,11716.5
URY,TKM,14286.8
URY,TMP,15190.33
URY,TON,11074.05
URY,TTO,5100.965
URY,TUN,10529
URY,TUR,12115.07
URY,TUV,12477.12
URY,TWN,18917.29
URY,TZA,10076.18
URY,UGA,9924.09
URY,UKR,12716.19
URY,URY,157.8902
URY,USA,8617.354
URY,UZB,15276.66
URY,VCT,5382.015
URY,VEN,5189.768
URY,VGB,6006.508
URY,VNM,17693.2
URY,VUT,12522.18
URY,WLF,11745.26
URY,WSM,12621.46
URY,YEM,11924.6
URY,YUG,11756.73
URY,ZAF,6679.382
URY,ZAR,8055.046
URY,ZMB,8541.538
URY,ZWE,8646.86
USA,ABW,3161.668
USA,AFG,10847.88
USA,AGO,10427.39
USA,AIA,2717.069
USA,ALB,7439.631
USA,AND,6064.699
USA,ANT,3227.007
USA,ARE,11029.46
USA,ARG,8542.694
USA,ARM,9088.867
USA,ATG,2876.399
USA,AUS,16008.79
USA,AUT,6798.701
USA,AZE,9371.842
USA,BDI,11382.61
USA,BEL,5891.711
USA,BEN,8416.831
USA,BFA,7640.939
USA,BGD,12680.43
USA,BGR,7588.903
USA,BHR,10643.58
USA,BHS,1770.893
USA,BIH,7188.323
USA,BLR,7125.836
USA,BLZ,2979.495
USA,BMU,1248.121
USA,BOL,6400.357
USA,BRA,7694.307
USA,BRB,3381.507
USA,BRN,14867.64
USA,BTN,12250.78
USA,BWA,12583.97
USA,CAF,9918.684
USA,CAN,548.3946
USA,CCK,16764.67
USA,CHE,6272.285
USA,CHL,8271.045
USA,CHN,10993.68
USA,CIV,7948.649
USA,CMR,9359.483
USA,COG,10259.8
USA,COK,11196.47
USA,COL,4021.171
USA,COM,13150.82
USA,CPV,5640.555
USA,CRI,3564.9
USA,CUB,2114.841
USA,CXR,16657.66
USA,CYM,2488.701
USA,CYP,8790.811
USA,CZE,6573.925
USA,DEU,6035.334
USA,DJI,11349.03
USA,DMA,3084.049
USA,DNK,6191.893
USA,DOM,2508.955
USA,DZA,6471.879
USA,ECU,4584.073
USA,EGY,9028.413
USA,ERI,10729.35
USA,ESH,5697.897
USA,ESP,5770.264
USA,EST,6653.48
USA,ETH,11220.63
USA,FIN,6625.923
USA,FJI,12785.54
USA,FLK,10407.93
USA,FRA,5838.157
USA,FRO,4946.012
USA,FSM,12515.13
USA,GAB,9434.418
USA,GBR,5570.161
USA,GEO,8980.505
USA,GHA,8246.163
USA,GIB,5852.045
USA,GIN,6672.73
USA,GLP,2997.893
USA,GMB,6307.115
USA,GNB,6505.373
USA,GNQ,9137.71
USA,GRC,7929.328
USA,GRD,3410.385
USA,GRL,2978.063
USA,GTM,3318.143
USA,GUF,4535.412
USA,GUY,4096.591
USA,HKG,12969.58
USA,HND,3234.232
USA,HRV,6909.169
USA,HTI,2475.965
USA,HUN,7011.543
USA,IDN,16180.32
USA,IND,11761.81
USA,IRL,5117.716
USA,IRN,9865.231
USA,IRQ,9651.111
USA,ISL,4201.936
USA,ISR,9119.813
USA,ITA,6895.107
USA,JAM,2549.896
USA,JOR,9209.496
USA,JPN,10855.59
USA,KAZ,10240.88
USA,KEN,11853.13
USA,KGZ,10203.99
USA,KHM,14208.13
USA,KIR,11815.61
USA,KNA,2827.367
USA,KOR,11065.7
USA,KWT,10209.52
USA,LAO,13487.61
USA,LBN,9032.354
USA,LBR,7315.249
USA,LBY,7496.542
USA,LCA,3232.885
USA,LKA,14093.15
USA,LSO,13001.46
USA,LTU,6956.313
USA,LUX,6062.731
USA,LVA,6759.198
USA,MAC,12976.25
USA,MAR,5840.309
USA,MDA,7650.435
USA,MDG,14006.81
USA,MDV,14037.78
USA,MEX,3369.053
USA,MHL,11523.39
USA,MKD,7509.486
USA,MLI,7086.209
USA,MLT,7403.357
USA,MMR,13550.22
USA,MNG,10166.81
USA,MNP,12578.15
USA,MOZ,13211.03
USA,MRT,6036.351
USA,MSR,2906.769
USA,MTQ,3168.337
USA,MUS,14928.16
USA,MWI,12519.82
USA,MYS,15130.12
USA,NAM,11720.19
USA,NCL,14065.69
USA,NER,7873.029
USA,NFK,14348.53
USA,NGA,8493.132
USA,NIC,3408.012
USA,NIU,11870.07
USA,NLD,5866.046
USA,NOR,5916.703
USA,NPL,12121.59
USA,NRU,12463.39
USA,NZL,14546.24
USA,OMN,11357.15
USA,PAK,11091.54
USA,PAL,9139.831
USA,PAN,3580.789
USA,PCN,9337.503
USA,PER,5890.553
USA,PHL,13680.8
USA,PLW,13939.87
USA,PNG,14704.44
USA,POL,6855.422
USA,PRI,2594.429
USA,PRK,10933.23
USA,PRT,5425.189
USA,PRY,7537.521
USA,PYF,10122.77
USA,QAT,10782.51
USA,REU,14806.79
USA,ROM,7656.178
USA,RUS,7517.972
USA,RWA,11340.34
USA,SAU,10527.4
USA,SDN,10225.49
USA,SEN,6157.48
USA,SGP,15350.5
USA,SHN,9439.94
